algorithm,group_name,file_name,original_size,compressed_size,compression_time,decompression_time,compression_ratio
zstd,xml,xml,5345280,639138,0.0356099880000329,0.013312535000295611,8.363264271565765
gzip,xml,xml,5345280,691992,0.15963563600007546,0.035069017999830976,7.724482363957965
xz,xml,xml,5345280,453260,1.0689165000003413,0.04608141100015928,11.792966509288267
